	sex	residence	name	blood_group	birthdate	address	current_location	race	ssn
121	M	"44073 Brown Lodge
South Christopher, VA 90274"	Dennis Clark	A+	1932/11/02	"3469 Stacy Rue
New Ginamouth, AK 39725"	(Decimal('-89.6466495'), Decimal('-33.245813'))	White	867-13-1244
122	F	"640 Terrell Curve
Isaacton, RI 88322"	Sharon Ferguson	A-	30 Aug 1991	"USNV Rivera
FPO AP 68551"	(Decimal('-44.6643415'), Decimal('-35.857322'))	Asian	655-05-6728
123	F	"28511 Calhoun Throughway Suite 519
Lake Jared, WI 17095"	Eileen Guerra	AB-	1912-04-15	"USNS Kelly
FPO AE 52372"	(Decimal('29.074984'), Decimal('139.192238'))	Black	633-05-6692
124	F	"PSC 6661, Box 7811
APO AE 01863"	Maria Watkins	O+	06/10/1997, 00:00:00	"261 Julie Point
North Sharon, VA 36194"	(Decimal('86.277438'), Decimal('-141.134175'))	White	782-29-3473
125	M	"0678 Stephen Rapids Apt. 025
Lake Paula, NC 95446"	Jeffrey Carr	AB-	26 Mar 1937	"138 Linda Trace
Adamburgh, LA 44606"	(Decimal('35.4501125'), Decimal('-91.090934'))	White	837-60-3457
126	F	"PSC 4566, Box 5520
APO AE 30924"	Jacqueline Smith	A-	28 Dec 1959	"02000 Mcknight Crossing Suite 172
Ericaton, IL 32154"	(Decimal('-18.5167595'), Decimal('-41.803909'))	Hawaiian	527-74-3293
127	F	"33575 Moran Squares Apt. 012
Moniquefurt, ME 07759"	Ashley Villa	A-	1935-11-23	"855 Michael Mountain
South Tonyamouth, AZ 26335"	(Decimal('-16.714216'), Decimal('12.696678'))	Asian	672-66-6696
128	M	"391 Heath Cliffs Suite 545
New Robert, VA 38209"	David Cook	B+	28 Jul 2020	"054 Ramirez Knolls Apt. 459
North Joeville, LA 12096"	(Decimal('-74.833556'), Decimal('52.762382'))	Black	839-82-6950
129	F	"USNS Lam
FPO AE 06714"	Rachael Martin	B+	1930-07-10	"579 Michael Drive Apt. 836
Lindaton, CA 62718"	(Decimal('-65.5006415'), Decimal('-113.235285'))	White	424-63-0353
130	M	"280 Daniel Vista Apt. 969
Port Robertfurt, AK 30124"	Brian Sims	A+	1967/05/27	"4493 Johnson Locks
East Jenniferport, OK 14296"	(Decimal('-83.2133745'), Decimal('82.920076'))	Black	316-73-5153
131	F	"23608 Spence Lane Apt. 695
South Allen, VA 38405"	Tracy Shea	A+	2017/06/26	"427 Kevin Spurs Suite 324
Normahaven, WI 46765"	(Decimal('-87.5587135'), Decimal('49.968234'))	Hawaiian	870-84-2944
132	F	"0208 Alexander Grove
Hernandezton, NV 82900"	Samantha Barnett	A+	12 Oct 1932	"91898 Aaron Port
Port Lisatown, TN 20413"	(Decimal('44.9621555'), Decimal('127.786276'))	White	385-82-4630
133	F	"PSC 6915, Box 8821
APO AA 78528"	Tara Frost	O+	21 Jul 2021	"6720 Fred Island Apt. 867
Danielville, CA 05392"	(Decimal('68.3728915'), Decimal('42.232814'))	Black	367-67-0380
134	F	"56912 Morrow Common
South Williamhaven, PA 82070"	Jennifer Perry	B-	1952-12-01	"463 Patel Flats
Glennton, UT 01649"	(Decimal('-28.3729955'), Decimal('147.194422'))	Black	692-05-4692
135	F	"3476 Teresa Springs
Arielburgh, KY 92180"	Sheila Wells	AB-	1923-06-24	"1385 Jennifer Ways Apt. 492
West Shari, VT 29107"	(Decimal('12.4490015'), Decimal('59.541357'))	Black	669-84-1540
136	F	"05660 Ward Summit
East Staceychester, PA 05425"	Melissa Reyes DVM	B-	09 May 1952	"134 Lauren Vista Suite 547
Port Bradley, DC 11090"	(Decimal('36.9271485'), Decimal('57.882711'))	White	846-08-1382
137	M	"02209 Kelly Villages Apt. 344
Stevensonburgh, DE 08689"	Michael Leonard	AB-	2015/12/18	"608 Mitchell Pine Suite 083
North Jennifertown, VT 13026"	(Decimal('-61.3713815'), Decimal('-119.472071'))	White	741-67-5341
138	F	"PSC 1544, Box 8576
APO AP 43152"	Jeanette Nicholson	B+	1923-08-02	"59875 Kelly Light
Port Timothyport, AZ 52976"	(Decimal('-88.7017405'), Decimal('178.942392'))	White	721-02-0511
139	M	"7871 Juan Gateway Suite 689
Lake Kaylaland, KY 66476"	Christopher Wood	AB+	1949/09/16	"0291 Ibarra Spurs
Port James, FL 41453"	(Decimal('28.0975525'), Decimal('-138.231865'))	White	387-04-9194
140	F	"8296 Steven Gateway
Brownton, MS 99007"	Maria Livingston	O+	1929/01/01	"22786 Hammond Valleys
Debraside, IN 65820"	(Decimal('-73.3454735'), Decimal('143.121745'))	White	645-35-4922
141	F	"26956 Hall Mall
Fitzgeraldburgh, LA 82204"	Jenna Christian	B-	1957-04-16	"627 Glenn Port
Tylertown, MA 10406"	(Decimal('18.448113'), Decimal('144.808516'))	White	369-85-9194
142	M	"657 Nicole Radial Suite 640
New Reginaborough, PA 05388"	Brian Jones	B-	02/20/2003, 00:00:00	"420 Brenda Rapids
Port Sharimouth, AZ 01442"	(Decimal('82.3224285'), Decimal('-41.703092'))	Asian	674-01-7110
143	F	"94472 Gerald Route Apt. 160
Lisaland, TN 98469"	Barbara Mccarty	O-	1917-02-17	"62346 James Street Apt. 725
Haleyside, MA 37984"	(Decimal('-76.2961885'), Decimal('-105.809965'))	Black	255-05-3539
144	M	"8954 Andrew Burgs
Maciasville, PA 85695"	Robert Roberts	B+	1971/11/13	"526 Jessica Rapid
Sarahmouth, IN 31064"	(Decimal('-44.9951945'), Decimal('128.960243'))	Black	123-44-4590
145	F	"361 Palmer Locks
Port Pamela, DC 73070"	Cynthia Parrish	AB-	17 Oct 1917	"149 Jennifer Forest Suite 158
Lesliemouth, UT 27336"	(Decimal('-51.7446265'), Decimal('-79.807146'))	black	128-79-8045
146	F	"22399 Lori Vista
Lindastad, WV 02261"	Linda Dyer	B-	1950-11-09	"535 Dunn Vista Suite 556
North Robertoberg, NJ 12738"	(Decimal('86.2566845'), Decimal('-25.849830'))	White	293-87-9367
147	F	"619 Michael Groves Suite 125
Owenstown, MT 98995"	Madison Mills	O+	1999/11/09	"23424 Gutierrez Radial
Codytown, HI 26496"	(Decimal('77.559860'), Decimal('47.941271'))	White	798-99-3530
148	F	"6404 Walker Lakes Suite 254
West Lindachester, HI 88366"	Martha Montgomery	O+	22 Jul 1922	"4642 Baker River Apt. 883
Hodgeberg, TN 32844"	(Decimal('-0.1432945'), Decimal('-139.761750'))	white	579-09-9315
149	M	"60650 Turner Estates
Carterfort, AK 36985"	Matthew Austin	O+	29 Jan 1911	"PSC 3235, Box 3232
APO AE 73435"	(Decimal('47.2794225'), Decimal('-83.598074'))	black	069-11-5696
150	M	"Unit 2073 Box 7086
DPO AA 78716"	John Wood	O+	09 Jul 2017	"41818 Christina Key Suite 248
East Deanfurt, MD 78424"	(Decimal('37.548636'), Decimal('75.909854'))	black	848-58-2176
151	F	"9407 Amy Fork
West Kyle, MD 84238"	Gina Johnson	O+	18 Jun 1915	"561 Peters Loop
Gutierrezland, CO 14868"	(Decimal('-21.497568'), Decimal('28.249986'))	Asian	093-64-0193
152	F	"USCGC Mcdowell
FPO AE 67172"	Haley Anderson	AB+	1912-02-11	"88890 James Well Suite 954
West Rachelbury, NJ 35766"	(Decimal('56.7902805'), Decimal('-134.411308'))	White	885-68-2229
153	F	"1909 Bennett Springs Suite 315
Port Kim, MN 37007"	Jill Gray DDS	B-	1945/03/09	"735 David Road Suite 424
New Alyssaview, WY 98697"	(Decimal('-63.8687545'), Decimal('-111.616498'))	White	009-93-0306
154	F	"2468 Jose Alley Apt. 741
Gibbsmouth, AR 91618"	Katherine Marks	AB-	27 Dec 1914	"08284 Quinn Freeway Apt. 050
South Adam, MN 53525"	(Decimal('70.313230'), Decimal('39.645032'))	White	277-06-7873
155	M	"54903 Mathew Hill
South Tonyberg, NY 01381"	Terry Huffman	O-	17 Feb 1999	"7372 Amber Ranch
Lake Robert, VT 48821"	(Decimal('58.4217155'), Decimal('-56.114096'))	White	543-21-9654
156	F	"92496 Moore Street Apt. 098
Kathymouth, NV 28285"	Jacqueline Morris	AB-	1926/04/11	"9167 Bradshaw Garden Apt. 369
New Andrewshire, RI 00539"	(Decimal('39.264146'), Decimal('94.547557'))	Black	840-08-2300
157	F	"17953 Benton Mountains
East Franciscoport, UT 26407"	Kathryn Cox	O+	1983-02-10	"090 Cobb Stream Apt. 895
Maryfurt, KY 15946"	(Decimal('85.087497'), Decimal('148.190439'))	White	768-62-1879
158	M	"Unit 9694 Box 6884
DPO AP 37241"	Nicholas Ross	AB-	1978/06/05	"16718 Hines Field
Troyborough, MI 69981"	(Decimal('49.5458485'), Decimal('-4.966103'))	White	754-17-1945
159	F	"891 Williams Stream Apt. 882
North Jacobview, OR 06460"	Amber Pham	A-	1965/10/24	"Unit 0473 Box 6544
DPO AP 88803"	(Decimal('64.2916465'), Decimal('-118.568237'))	Black	226-49-3061
160	F	"39168 Benjamin Land
New Dianetown, FL 59773"	Cassandra Best	B+	19 Sep 1918	"168 James Manor
East Jeremy, WY 12197"	(Decimal('-3.453696'), Decimal('-160.757833'))	Black	339-53-6726
161	F	"4832 Harrison Lock Suite 608
South Annahaven, NJ 05535"	Sarah Hill	AB-	1910-07-16	"33478 Patricia Pines
Smithton, WI 81653"	(Decimal('-30.8958675'), Decimal('169.396127'))	Black	225-81-3830
162	F	"6318 Gina Springs Apt. 153
South Jasminehaven, VT 12850"	Lauren Frazier	O+	1951-12-13	"155 Jose Path
Jonland, MN 70339"	(Decimal('-63.3079385'), Decimal('-28.449478'))	White	221-51-4845
163	M	"8244 Samantha Drive
New Stevenland, NV 70818"	Marc Horton	O+	1915-05-11	"991 Edward Loaf
South Jacob, MA 27582"	(Decimal('48.259554'), Decimal('138.700831'))	White	194-04-9669
164	M	"4281 Heidi Flats
New Jason, OK 65831"	Daniel Richardson	A+	25 Jan 1973	"603 Robert Fall
Tamarafurt, CO 39191"	(Decimal('-48.2293745'), Decimal('154.239894'))	White	846-58-5863
165	F	"295 Thompson Viaduct Suite 729
South Mitchellburgh, NE 49028"	Kathryn Williams	A+	1919/03/28	"140 Tyler Ports
Zacharyside, TN 09845"	(Decimal('37.3258185'), Decimal('9.676921'))	White	469-84-4916
166	M	"49978 Howard Light
Spencetown, NV 51592"	Jeffrey Robinson	O+	10/09/2010, 00:00:00	"PSC 7559, Box 9042
APO AE 55741"	(Decimal('-33.5130285'), Decimal('70.620574'))	Black	243-93-0124
167	M	"3492 Ball Manor Suite 528
Teresashire, TX 50461"	Scott Montgomery	A-	1928-01-12	"2022 Peters Station Apt. 816
Dustinfurt, CA 56140"	(Decimal('19.5410215'), Decimal('-47.812284'))	Indian	586-98-3402
168	F	"1063 Moon Mills Suite 845
East Nicolefurt, MI 78260"	Rhonda Mitchell	B-	16 Aug 2002	"7238 Jennifer Camp
Gutierrezburgh, NE 17805"	(Decimal('42.872081'), Decimal('103.838228'))	Black	122-87-4990
169	F	"810 Robert Ford Suite 053
East Maria, WI 15904"	Rita Allen	O-	01 Mar 1946	"8980 Lambert Estate
New Stephenshire, MI 64897"	(Decimal('-88.264360'), Decimal('-164.257846'))	blsck	650-64-4397
170	F	"021 Mark Street Apt. 741
North Jacquelinechester, MI 24957"	Jacqueline Martin	O-	2007/11/11	"209 Fisher Isle Suite 670
Port Ralphmouth, IA 19107"	(Decimal('-1.7384665'), Decimal('-15.411819'))	Black	839-50-8344
171	M	"6453 Campbell Extension
West Jeremy, LA 68113"	Thomas Morgan	B-	03/28/1957, 00:00:00	"9801 Linda Junction
Nancyberg, DE 71424"	(Decimal('-34.906085'), Decimal('43.949756'))	Black	205-85-6968
172	M	"995 Chen Estate
Lake Ronaldborough, AR 35616"	Phillip King	A-	2002-03-12	"9326 Marsh Terrace Apt. 967
New Davidhaven, KS 68676"	(Decimal('-26.776606'), Decimal('171.566355'))	White	478-55-5774
173	F	"664 Kelly Rue
Adkinsshire, MA 65234"	Jennifer Haynes	O-	16 Oct 1944	"PSC 0290, Box 4615
APO AA 13313"	(Decimal('-80.3780255'), Decimal('169.639535'))	White	245-56-8632
174	M	"18561 Warren Ramp Apt. 608
Lake Jillshire, MO 43854"	Antonio Graves	AB+	25 Jun 1979	"5322 Miranda Parkway
Coryland, ND 78641"	(Decimal('64.1845285'), Decimal('10.015563'))	White	264-39-0253
175	F	"96813 Miranda Crescent Suite 355
North Michael, OH 08576"	Jennifer Rubio	A-	1984-04-02	"02499 Joe Brook
North Jeremy, OH 80664"	(Decimal('14.490026'), Decimal('-175.633324'))	Black	019-44-2318
176	F	"2913 Danielle Loaf
East Randy, IL 86526"	Amy Lewis	B-	1938-08-27	"USNV Stokes
FPO AA 29026"	(Decimal('-37.254775'), Decimal('106.560050'))	White	706-81-5033
177	M	"686 Williamson Alley Suite 596
New Eddie, FL 60134"	John Cruz	AB-	09 Aug 1921	"697 Baldwin Land Suite 932
Adamsfurt, NC 32165"	(Decimal('12.825243'), Decimal('-109.038334'))	White	267-06-3370
178	M	"496 Jones Mountain
Ryanstad, NC 43193"	Luke Lee	AB-	04/26/1977, 00:00:00	"53771 Richardson Estate Apt. 178
Jenniferstad, KY 35121"	(Decimal('-16.2455365'), Decimal('-140.169700'))	White	123-50-4186
179	F	"301 Frank Groves Suite 428
Patriciabury, NJ 92913"	Lindsey Wright	A-	05/09/1968, 00:00:00	"PSC 4752, Box 1886
APO AA 88411"	(Decimal('4.944328'), Decimal('153.601007'))	Indian	191-56-2399
180	M	"45973 Sarah Lakes Apt. 336
Sherrychester, VA 04374"	Travis Melton	A+	2019-04-29	"0623 Patterson Springs Suite 315
Michaelchester, MS 75058"	(Decimal('31.1192915'), Decimal('18.981780'))	White	277-94-6694
181	M	"840 Anderson Stream Suite 070
Reneetown, DE 23239"	Anthony Calderon	O-	08/22/1932, 00:00:00	"36356 Duran Overpass Apt. 748
Rossfurt, MS 42749"	(Decimal('53.4111835'), Decimal('153.094943'))	White	285-66-7810
182	M	"32878 Natalie Street Apt. 055
North Austin, MS 03721"	Joel Russell	A-	1994/05/11	"263 Johnson Summit Suite 029
Barnesside, KS 16141"	(Decimal('3.758590'), Decimal('62.843752'))	Asian	341-75-2779
183	M	"57573 Carter Mall Suite 655
East Matthewmouth, DE 94647"	Michael Phillips	B-	06/16/1922, 00:00:00	"4386 Alexandria Via Apt. 746
Robinsonborough, RI 70817"	(Decimal('-13.589605'), Decimal('-1.110781'))	White	741-13-3621
184	M	"259 Diane Cove Suite 854
Port John, IA 79935"	Kenneth Cross	B-	2007-07-19	"978 Grant Walk Suite 059
North Betty, MA 56664"	(Decimal('-82.759823'), Decimal('65.204454'))	Black	770-24-6028
185	M	"65368 Allison Court
Graymouth, PA 57459"	Jonathan Salinas	AB+	2005-04-05	"46725 Stevens Cape Suite 400
Bridgetmouth, TN 40887"	(Decimal('-63.9324815'), Decimal('-163.475261'))	White	268-66-4512
186	F	"20784 Matthew Village Suite 683
Kelleytown, AK 53131"	Robin Ross	B+	09 Jun 2003	"7411 Ortiz Corners Suite 120
Santiagoville, IL 73257"	(Decimal('2.4173725'), Decimal('6.643959'))	White	844-53-0676
187	M	"804 Graves Forges Apt. 365
New Tina, MD 96857"	Andrew Gillespie	B+	1922/11/20	"43271 Martinez Haven
Shawside, VA 66588"	(Decimal('-35.992626'), Decimal('-59.588976'))	White	486-13-3219
188	F	"1786 Miller Dam
Lake Calvinhaven, PA 84665"	Charlotte Matthews	A+	29 Oct 1948	"430 Nixon Hill
Josephburgh, ND 44432"	(Decimal('67.802059'), Decimal('-76.187324'))	Asian	289-22-1757
189	F	"Unit 3486 Box 3949
DPO AA 68110"	Cathy Frost	A-	10/23/1981, 00:00:00	"566 Crystal Views
Justinchester, NH 74983"	(Decimal('-43.427605'), Decimal('148.154250'))	White	752-05-6918
190	M	"4739 Felicia Walk Suite 828
West Selena, ME 66315"	Dale Johnson	AB-	1996/01/16	"7507 Randy Road Suite 099
East Sharon, CO 96171"	(Decimal('46.7160245'), Decimal('135.107184'))	White	570-96-2781
191	M	"578 Sherry Hill
Romeroside, AL 84473"	Sean Davies	B-	12/14/1978, 00:00:00	"96367 Lori Ridges
North Nicholasport, HI 33647"	(Decimal('-55.3313505'), Decimal('65.800926'))	blsck	239-81-1410
192	M	"Unit 5709 Box 7543
DPO AE 15730"	Daniel Cook	AB-	24 Mar 2000	"4133 Melissa Shore Apt. 025
Barbaraborough, MN 93338"	(Decimal('44.599487'), Decimal('124.694188'))	Black	410-70-3437
193	M	"171 Kristen Crossing
Wagnerborough, SC 28067"	Christian Murillo	B-	1974/07/15	"240 Christopher Plaza Apt. 808
Lake Richardville, IN 32599"	(Decimal('-54.384649'), Decimal('23.222478'))	White	106-06-7183
194	F	"9523 Timothy Parks
Gibsonfort, AL 61574"	Ashley Bryant	A+	2018-12-01	"6775 Mathis Glen
Mariobury, AL 26823"	(Decimal('12.468598'), Decimal('-58.679437'))	Black	778-66-9119
195	F	"693 Macdonald River Suite 609
Sarahbury, SD 23966"	Brittany Andrade	B-	1943/07/23	"53624 Anne Knolls Suite 517
Cruzfurt, TX 28860"	(Decimal('72.295683'), Decimal('-122.400712'))	White	682-69-6555
196	F	"916 Paula Mountain
New Debbie, WV 69712"	Susan Pierce	B-	1918-01-01	"9047 Oliver Flats
South Sarahstad, OK 01795"	(Decimal('3.3221345'), Decimal('70.879381'))	Black	423-08-7792
197	M	"257 Tucker Ramp
Port Terry, AR 24003"	Eric Willis	B-	1990-03-12	"7954 Allen Passage
South Jessicatown, IN 81200"	(Decimal('-65.060717'), Decimal('129.294935'))	White	153-59-9514
198	F	"69636 Hodge Falls
West Jamesland, VA 21379"	Michele Wheeler	B+	2005/07/26	"PSC 6557, Box 1264
APO AA 74983"	(Decimal('-55.4419935'), Decimal('12.237306'))	Black	018-90-9580
199	M	"Unit 9631 Box 2942
DPO AE 10286"	Stephen Franklin	A+	08/23/2015, 00:00:00	"760 Hoover Ranch Apt. 534
Port Ginahaven, AL 38186"	(Decimal('36.5067615'), Decimal('-177.911977'))	White	538-36-7843
200	M	"0248 Justin Shore Suite 764
South Jeffreyland, NC 30872"	Luke Wilkins	AB+	11 Jul 1987	"342 Melissa Mountains Apt. 385
Fernandezville, MN 10617"	(Decimal('37.1181375'), Decimal('-65.646797'))	White	364-99-8174
201	M	"24908 Martin Creek
West Georgebury, NM 49864"	Joseph Baker	A-	07/09/1964, 00:00:00	"26898 Gomez Plaza
New Timothy, NE 20873"	(Decimal('65.6469885'), Decimal('74.645488'))	Black	670-75-0864
202	F	"0642 Wood Shoal
Lake Codyshire, AK 55646"	Tracy Chase	A-	1921/05/08	"71297 Wright Way
East Mitchell, VA 52917"	(Decimal('86.5667985'), Decimal('141.427312'))	Black	030-14-6218
203	F	"315 Miller Crescent Suite 668
Richardton, PA 84659"	Wendy Salazar	A+	1965-01-01	"3159 Hawkins Inlet Suite 102
Clarkeville, AK 33097"	(Decimal('66.074036'), Decimal('100.966519'))	black	596-01-5342
204	M	"5623 Harrison Plains Apt. 075
North Sarahberg, MA 50243"	Mr. Brandon Lopez MD	B-	1967/01/21	"666 Stephanie Underpass
Stevefort, AK 13743"	(Decimal('-88.2647915'), Decimal('170.957238'))	Hawaiian	709-10-7548
205	M	"258 Thomas Landing Apt. 595
Aaronburgh, MI 33841"	Jamie Robinson	A+	14 Dec 1943	"PSC 8055, Box 3428
APO AP 48704"	(Decimal('17.5675535'), Decimal('-165.523200'))	Black	170-67-0892
206	M	"405 Joseph Unions Apt. 758
South Brittneyton, AL 78988"	Alan Greene	B-	1943-04-07	"3203 John Shore Suite 028
Coxfurt, IN 78374"	(Decimal('-73.6155185'), Decimal('-53.277915'))	Asian	077-45-2457
207	F	"69006 Wheeler Valley Suite 556
Port Molly, NM 28907"	Meghan Robinson	B-	1942-01-07	"PSC 5980, Box 6021
APO AE 31110"	(Decimal('-13.139445'), Decimal('-78.467224'))	Black	891-30-1080
208	F	"07906 Laura Knoll Apt. 327
North Sherylfurt, IA 71222"	Vanessa Norman	AB+	24 Jan 1967	"08507 Yates Valley
Port Kristy, MO 35240"	(Decimal('-79.5651015'), Decimal('165.258038'))	White	005-48-1856
209	M	"Unit 6665 Box 8927
DPO AE 98077"	Matthew Dunlap	AB-	30 Jun 1966	"6278 William Shoal Apt. 197
East Alyssaside, FL 47345"	(Decimal('50.435179'), Decimal('21.413400'))	Black	554-42-1956
210	F	"Unit 4114 Box 0324
DPO AE 79857"	Cathy Martin	O+	1956-03-22	"4468 Matthews Springs
Johnton, ND 32488"	(Decimal('-38.096935'), Decimal('-127.619744'))	Asian	226-92-1255
211	F	"24763 Cynthia Passage Apt. 904
North Angela, KY 94725"	Michelle Jensen	A+	05 Jul 1969	"8906 Horn Stream
Smithtown, OH 54764"	(Decimal('-55.313600'), Decimal('68.859408'))	Indian	180-46-4061
212	M	"60831 Edward Drive
New Denise, KS 45376"	Daniel Carrillo	O-	25 Dec 1991	"760 Shawn Mall
Hendersonland, NJ 10972"	(Decimal('68.536723'), Decimal('83.817634'))	Black	729-26-2479
213	F	"67919 Santiago Highway
Stephenmouth, ME 59415"	Sydney Ramirez	O+	1979/01/09	"4428 Davis Park Suite 403
Grayville, MT 44742"	(Decimal('64.3127755'), Decimal('-161.205836'))	White	433-64-5409
214	F	"5250 Denise Meadows
Fisherfort, OH 54225"	Karen Kennedy	AB+	26 Sep 2020	"7852 Johnny Roads
Thomasberg, NY 52223"	(Decimal('17.4231765'), Decimal('-123.056646'))	Indian	715-19-1517
215	M	"16802 Victor Rest
South Adam, NJ 05885"	Gerald Smith	A-	1949/09/11	"99433 John Island
Padillaview, WV 92659"	(Decimal('-77.5637195'), Decimal('71.556547'))	Asian	366-11-9294
216	F	"0659 Taylor Terrace
Garciahaven, NH 16248"	Stephanie Harvey	AB+	06/02/2012, 00:00:00	"675 Craig Fort Apt. 669
Connerside, NJ 12402"	(Decimal('34.2890335'), Decimal('-127.265488'))	Indian	449-40-8182
217	M	"629 Rollins Mission
New Ryanmouth, IA 12338"	Thomas Sanchez	A+	2003-08-17	"64663 Mullen Centers
Evansville, AL 56546"	(Decimal('36.7955815'), Decimal('164.863180'))	White	282-68-8985
218	M	"USNV Decker
FPO AE 20464"	John Chambers	AB+	1917/04/15	"362 Dalton Common Suite 423
South Michelle, CA 95332"	(Decimal('21.399756'), Decimal('-6.403848'))	White	708-79-2489
219	F	"07624 Gabrielle Locks Apt. 054
North Ritastad, SD 04671"	Amanda Rose	AB-	02/14/1978, 00:00:00	"34473 Price Junctions
Frederickshire, TN 71131"	(Decimal('-63.4294615'), Decimal('10.154092'))	White	111-06-5648
220	M	"675 Odom Pike Suite 573
Guyport, NJ 95932"	Robert Nielsen	A-	28 Oct 2015	"7962 Richardson Haven Suite 794
Barreratown, NE 67368"	(Decimal('85.2790755'), Decimal('36.670050'))	White	453-73-2707
221	F	"Unit 8525 Box 7128
DPO AP 38836"	Rachel Johnson	A-	1992-04-26	"00323 Trujillo Haven
Kellybury, NC 94576"	(Decimal('62.0510185'), Decimal('61.307541'))	White	607-87-1825
222	F	"07600 Hoffman Stream
Lake Erichaven, GA 02968"	Amanda English	AB-	10/26/2018, 00:00:00	"5052 Kelly Cape
New Dawn, KS 06429"	(Decimal('18.9324545'), Decimal('-74.908355'))	White	115-59-8455
223	M	"84652 Erin Dam
New Andrealand, NJ 46677"	Gregory Thomas	A+	16 Feb 2016	"9553 Chelsea Manors
New Maria, WV 42538"	(Decimal('64.949063'), Decimal('172.939775'))	White	568-80-3059
224	F	"086 John Islands Apt. 421
Josephchester, MT 14210"	Heather Fields	AB-	07/01/1909, 00:00:00	"8843 Burch Shoals
Johnnyfort, SD 50365"	(Decimal('64.7012635'), Decimal('-95.545728'))	Asian	182-66-0389
225	F	"947 Dudley Parkway Apt. 668
North David, SC 24219"	Lori Mckenzie	B+	26 Nov 1961	"232 Harvey Ramp
East Carmen, NY 83890"	(Decimal('44.667461'), Decimal('8.080909'))	White	045-93-8289
226	M	"9810 Hernandez Pike Apt. 075
New Loganbury, KY 99579"	James Smith	A+	1972/02/26	"179 Leslie Gardens Apt. 124
South Benjaminborough, NV 36411"	(Decimal('-44.9548755'), Decimal('111.371857'))	Black	576-82-5237
227	M	"9185 Kerr Pike
Port Jacquelinefort, NC 71433"	Michael Matthews	B+	06/22/1995, 00:00:00	"749 Weaver Plaza Apt. 866
Perrymouth, KY 21081"	(Decimal('-64.396128'), Decimal('54.497647'))	Black	748-73-8547
228	F	"020 Eric Inlet Apt. 961
Delgadomouth, IA 55102"	Janet Massey	B+	22 Oct 1975	"5674 Smith Unions
Ramirezchester, OH 79312"	(Decimal('84.4221505'), Decimal('-131.560361'))	Black	128-78-0081
229	F	"490 Julie Plaza Apt. 058
Brownburgh, PA 06125"	Rebecca Cabrera	A+	05/14/1959, 00:00:00	"75759 Valenzuela Fort Apt. 536
Port Lindaburgh, IL 66770"	(Decimal('-61.6378755'), Decimal('178.959191'))	Black	113-26-5915
230	M	"577 Cody Landing Apt. 098
New Sherryberg, MN 78135"	Michael Smith	B-	1919/04/09	"9541 Taylor Spur Apt. 229
New Christopherberg, IL 90948"	(Decimal('-33.184386'), Decimal('90.503489'))	White	032-65-4482
